iso,region,abbreviation
CF,Kemo-Gribingui
CF,Lobaye
CF,Mbomou
CF,Nana-Mambere
CF,Ombella-Mpoko
CF,Ouaka
CF,Ouham
CF,Ouham-Pende
CF,Sangha
CF,Vakaga
TD,Batha
TD,Biltine
TD,Borkou-Ennedi-Tibesti
TD,Chari-Baguirmi
TD,Guera
TD,Kanem
TD,Lac
TD,Logone Occidental
TD,Logone Oriental
TD,Mayo-Kebbi
TD,Moyen-Chari
TD,Ouaddai
TD,Salamat
TD,Tandjile
CL,Aisen del General Carlos Ibanez del Campo
CL,Antofagasta
CL,Araucania
CL,Atacama
CL,Bio-Bio
CL,Coquimbo
CL,Libertador General Bernardo OHiggins
CL,Los Lagos
CL,Magallanes y de la Antartica Chilena
CL,Maule
CL,Region Metropolitana (Santiago)
CL,Tarapaca
CL,Valparaiso
CN,Anhui
CN,Beijing
CN,Chongqing
CN,Fujian
CN,Gansu
CN,Guangdong
CN,Guangxi
CN,Guizhou
CN,Hainan
CN,Hebei
CN,Heilongjiang
CN,Henan
CN,Hubei
CN,Hunan
CN,Jiangsu
CN,Jiangxi
CN,Jilin
CN,Liaoning
CN,Nei Mongol
CN,Ningxia
CN,Qinghai
CN,Shaanxi
CN,Shandong
CN,Shanghai
CN,Shanxi
CN,Sichuan
CN,Tianjin
CN,Xinjiang
CN,Xizang (Tibet)
CN,Yunnan
CN,Zhejiang
CX,Christmas Island
CC,Direction Island
CC,Home Island
CC,Horsburgh Island
CC,North Keeling Island
CC,South Island
CC,West Island
CO,Amazonas
CO,Antioquia
CO,Arauca
CO,Atlantico
CO,Bolivar
CO,Boyaca
CO,Caldas
CO,Caqueta
CO,Casanare
CO,Cauca
CO,Cesar
CO,Choco
CO,Cordoba
CO,Cundinamarca
CO,Distrito Capital de Santa Fe de Bogota
CO,Guainia
CO,Guaviare
CO,Huila
CO,La Guajira
CO,Magdalena
CO,Meta
CO,Narino
CO,Norte de Santander
CO,Putumayo
CO,Quindio
CO,Risaralda
CO,San Andres y Providencia
CO,Santander
CO,Sucre
CO,Tolima
CO,Valle del Cauca
CO,Vaupes
CO,Vichada
KM,Anjouan (Nzwani)
KM,Domoni
KM,Fomboni
KM,Grande Comore (Njazidja)
KM,Moheli (Mwali)
KM,Moroni
KM,Moutsamoudou
CG,Bandundu
CG,Bas-Congo
CG,Equateur
CG,Kasai-Occidental
CG,Kasai-Oriental
CG,Katanga
CG,Kinshasa
CG,Maniema
CG,Nord-Kivu
CG,Orientale
CG,Sud-Kivu
CK,Aitutaki
CK,Atiu
CK,Avarua
CK,Mangaia
CK,Manihiki
CK,Manuae
CK,Mauke
CK,Mitiaro
CK,Nassau Island
CK,Palmerston
CK,Penrhyn
CK,Pukapuka
CK,Rakahanga
CK,Rarotonga
CK,Suwarrow
CK,Takutea
CR,Alajuela
CR,Cartago
CR,Guanacaste
CR,Heredia
CR,Limon
CR,Puntarenas
CR,San Jose
HR,Bjelovarsko-Bilogorska Zupanija
HR,Brodsko-Posavska Zupanija
HR,Dubrovacko-Neretvanska Zupanija
HR,Istarska Zupanija
HR,Karlovacka Zupanija
HR,Koprivnicko-Krizevacka Zupanija
HR,Krapinsko-Zagorska Zupanija
HR,Licko-Senjska Zupanija
HR,Medimurska Zupanija
HR,Osjecko-Baranjska Zupanija
HR,Pozesko-Slavonska Zupanija
HR,Primorsko-Goranska Zupanija
HR,Sibensko-Kninska Zupanija
HR,Sisacko-Moslavacka Zupanija
HR,Splitsko-Dalmatinska Zupanija
HR,Varazdinska Zupanija
HR,Viroviticko-Podravska Zupanija
HR,Vukovarsko-Srijemska Zupanija
HR,Zadarska Zupanija
HR,Zagreb
HR,Zagrebacka Zupanija
CU,Camaguey
CU,Ciego de Avila
CU,Cienfuegos
CU,Ciudad de La Habana
CU,Granma
CU,Guantanamo
CU,Holguin
CU,Isla de la Juventud
CU,La Habana
CU,Las Tunas
CU,Matanzas
CU,Pinar del Rio
CU,Sancti Spiritus
CU,Santiago de Cuba
CU,Villa Clara
CY,Famagusta
CY,Kyrenia
CY,Larnaca
CY,Limassol
CY,Nicosia
CY,Paphos
DK,Arhus
DK,Bornholm
DK,Fredericksberg
DK,Frederiksborg
DK,Fyn
DK,Kobenhavn
DK,Kobenhavns
DK,Nordjylland
DK,Ribe
DK,Ringkobing
DK,Roskilde
DK,Sonderjylland
DK,Storstrom
DK,Vejle
DK,Vestsjalland
DK,Viborg
DJ,Ali Sabih
DJ,Dikhil
DJ,Djibouti
DJ,Obock
DJ,Tadjoura
DM,Saint Andrew
DM,Saint David
DM,Saint George
DM,Saint John
DM,Saint Joseph
DM,Saint Luke
DM,Saint Mark
DM,Saint Patrick
DM,Saint Paul
DM,Saint Peter
DO,Azua
DO,Baoruco
DO,Barahona
DO,Dajabon
DO,Distrito Nacional
DO,Duarte
DO,El Seibo
DO,Elias Pina
DO,Espaillat
DO,Hato Mayor
DO,Independencia
DO,La Altagracia
DO,La Romana
DO,La Vega
DO,Maria Trinidad Sanchez
DO,Monsenor Nouel
DO,Monte Cristi
DO,Monte Plata
DO,Pedernales
DO,Peravia
DO,Puerto Plata
DO,Salcedo
DO,Samana
DO,San Cristobal
DO,San Juan
DO,San Pedro de Macoris
DO,Sanchez Ramirez
DO,Santiago
DO,Santiago Rodriguez
DO,Valverde
EC,Azuay
EC,Bolivar
EC,Canar
EC,Carchi
EC,Chimborazo
EC,Cotopaxi
EC,El Oro
EC,Esmeraldas
EC,Galapagos
EC,Guayas
EC,Imbabura
EC,Loja
EC,Los Rios
EC,Manabi
EC,Morona-Santiago
EC,Napo
EC,Orellana
EC,Pastaza
EC,Pichincha
EC,Sucumbios
EC,Tungurahua
EC,Zamora-Chinchipe
EG,Ad Daqahliyah
EG,Al Bahr al Ahmar
EG,Al Buhayrah
EG,Al Fayyum
EG,Al Gharbiyah
EG,Al Iskandariyah
EG,Al Ismailiyah
EG,Al Jizah
EG,Al Minufiyah
EG,Al Minya
EG,Al Qahirah
EG,Al Qalyubiyah
EG,Al Wadi al Jadid
EG,As Suways
EG,Ash Sharqiyah
EG,Aswan
EG,Asyut
EG,Bani Suwayf
EG,Bur Said
EG,Dumyat
EG,Janub Sina
EG,Kafr ash Shaykh
EG,Matruh
EG,Qina
EG,Shamal Sina
EG,Suhaj
SV,Ahuachapan
SV,Cabanas
SV,Chalatenango
SV,Cuscatlan
SV,La Libertad
SV,La Paz
SV,La Union
SV,Morazan
SV,San Miguel
SV,San Salvador
SV,San Vicente
SV,Santa Ana
SV,Sonsonate
SV,Usulutan
GQ,Annobon
GQ,Bioko Norte
GQ,Bioko Sur
GQ,Centro Sur
GQ,Kie-Ntem
GQ,Litoral
GQ,Wele-Nzas
ER,Akale Guzay
ER,Barka
ER,Denkel
ER,Hamasen
ER,Sahil
ER,Semhar
ER,Senhit
ER,Seraye
EE,Harjumaa (Tallinn)
EE,Hiiumaa (Kardla)
EE,Ida-Virumaa (Johvi)
EE,Jarvamaa (Paide)
EE,Jogevamaa (Jogeva)
EE,Laane-Virumaa (Rakvere)
EE,Laanemaa (Haapsalu)
EE,Parnumaa (Parnu)
EE,Polvamaa (Polva)
EE,Raplamaa (Rapla)
EE,Saaremaa (Kuessaare)
EE,Tartumaa (Tartu)
EE,Valgamaa (Valga)
EE,Viljandimaa (Viljandi)
EE,Vorumaa (Voru)
ET,Adis Abeba (Addis Ababa)
ET,Afar
ET,Amara
ET,Dire Dawa
ET,Gambela Hizboch
ET,Hareri Hizb
ET,Oromiya
ET,Sumale
ET,Tigray
ET,YeDebub Biheroch Bihereseboch na Hizboch
FO,Bordoy
FO,Eysturoy
FO,Mykines
FO,Sandoy
FO,Skuvoy
FO,Streymoy
FO,Suduroy
FO,Tvoroyri
FO,Vagar
FJ,Central
FJ,Eastern
FJ,Northern
FJ,Rotuma
FJ,Western
FI,Aland
FI,Etela-Suomen Laani
FI,Ita-Suomen Laani
FI,Lansi-Suomen Laani
FI,Lappi
FI,Oulun Laani
FR,Alsace
FR,Aquitaine
FR,Auvergne
FR,Basse-Normandie
FR,Bourgogne
FR,Bretagne
FR,Centre
FR,Champagne-Ardenne
FR,Corse
FR,Franche-Comte
FR,Haute-Normandie
FR,Ile-de-France
FR,Languedoc-Roussillon
FR,Limousin
FR,Lorraine
FR,Midi-Pyrenees
FR,Nord-Pas-de-Calais
FR,Pays de la Loire
FR,Picardie
FR,Poitou-Charentes
FR,Provence-Alpes-Cote dAzur
FR,Rhone-Alpes
GF,French Guiana
PF,Archipel des Marquises
PF,Archipel des Tuamotu
PF,Archipel des Tubuai
PF,Iles du Vent
PF,Iles Sous-le-Vent
GA,Estuaire
GA,Haut-Ogooue
GA,Moyen-Ogooue
GA,Ngounie
GA,Nyanga
GA,Ogooue-Ivindo
GA,Ogooue-Lolo
GA,Ogooue-Maritime
GA,Woleu-Ntem
GM,Banjul
GM,Central River
GM,Lower River
GM,North Bank
GM,Upper River
GM,Western
GE,Abashis
GE,Abkhazia or Apkhazetis Avtonomiuri Respublika
GE,Adigenis
GE,Ajaria or Acharis Avtonomiuri Respublika
GE,Akhalgoris
GE,Akhalkalakis
GE,Akhaltsikhis
GE,Akhmetis
GE,Ambrolauris
GE,Aspindzis
GE,Baghdatis
GE,Bolnisis
GE,Borjomis
GE,Chkhorotsqus
GE,Chokhatauris
GE,Chiatura
GE,Dedoplistsqaros
GE,Dmanisis
GE,Dushetis
GE,Gardabanis
GE,Gori
GE,Goris
GE,Gurjaanis
GE,Javis
GE,Karelis
GE,Kutaisi
GE,Kaspis
GE,Kharagaulis
GE,Khashuris
GE,Khobis
GE,Khonis
GE,Lagodekhis
GE,Lanchkhutis
GE,Lentekhis
GE,Marneulis
GE,Martvilis
GE,Mestiis
GE,Mtskhetis
GE,Ninotsmindis
GE,Onis
GE,Ozurgetis
GE,Poti
GE,Qazbegis
GE,Qvarlis
GE,Rustavi
GE,Sachkheris
GE,Sagarejos
GE,Samtrediis
GE,Senakis
GE,Sighnaghis
GE,Tbilisi
GE,Telavis
GE,Terjolis
GE,Tetritsqaros
GE,Tianetis
GE,Tqibuli
GE,Tsageris
GE,Tsalenjikhis
GE,Tsalkis
GE,Tsqaltubo
GE,Vanis
GE,Zestaponis
GE,Zugdidi
GE,Zugdidis
DE,Baden-Wuerttemberg
DE,Bayern
DE,Berlin
DE,Brandenburg
DE,Bremen
DE,Hamburg
DE,Hessen
DE,Mecklenburg-Vorpommern
DE,Niedersachsen
DE,Nordrhein-Westfalen
DE,Rheinland-Pfalz
DE,Saarland
DE,Sachsen
DE,Sachsen-Anhalt
DE,Schleswig-Holstein
DE,Thueringen
GH,Ashanti
GH,Brong-Ahafo
GH,Central
GH,Eastern
GH,Greater Accra
GH,Northern
GH,Upper East
GH,Upper West
GH,Volta
GH,Western
GI,Gibraltar
GR,Aitolia kai Akarnania
GR,Akhaia
GR,Argolis
GR,Arkadhia
GR,Arta
GR,Attiki
GR,Ayion Oros (Mt. Athos)
GR,Dhodhekanisos
GR,Drama
GR,Evritania
GR,Evros
GR,Evvoia
GR,Florina
GR,Fokis
GR,Fthiotis
GR,Grevena
GR,Ilia
GR,Imathia
GR,Ioannina
GR,Irakleion
GR,Kardhitsa
GR,Kastoria
GR,Kavala
GR,Kefallinia
GR,Kerkyra
GR,Khalkidhiki
GR,Khania
GR,Khios
GR,Kikladhes
GR,Kilkis
GR,Korinthia
GR,Kozani
GR,Lakonia
GR,Larisa
GR,Lasithi
GR,Lesvos
GR,Levkas
GR,Magnisia
GR,Messinia
GR,Pella
GR,Pieria
GR,Preveza
GR,Rethimni
GR,Rodhopi
GR,Samos
GR,Serrai
GR,Thesprotia
GR,Thessaloniki
GR,Trikala
GR,Voiotia
GR,Xanthi
GR,Zakinthos
GL,Avannaa (Nordgronland)
GL,Kitaa (Vestgronland)
GL,Tunu (Ostgronland)
GD,Carriacou and Petit Martinique
GD,Saint Andrew
GD,Saint David
GD,Saint George
GD,Saint John
GD,Saint Mark
GD,Saint Patrick
GP,Basse-Terre
GP,Grande-Terre
GP,Iles de la Petite Terre
GP,Iles des Saintes
GP,Marie-Galante
GU,Guam
GT,Alta Verapaz
GT,Baja Verapaz
GT,Chimaltenango
GT,Chiquimula
GT,El Progreso
GT,Escuintla
GT,Guatemala
GT,Huehuetenango
GT,Izabal
GT,Jalapa
GT,Jutiapa
GT,Peten
GT,Quetzaltenango
GT,Quiche
GT,Retalhuleu
GT,Sacatepequez
GT,San Marcos
GT,Santa Rosa
GT,Solola
GT,Suchitepequez
GT,Totonicapan
GT,Zacapa
GN,Beyla
GN,Boffa
GN,Boke
GN,Conakry
GN,Coyah
GN,Dabola
GN,Dalaba
GN,Dinguiraye
GN,Dubreka
GN,Faranah
GN,Forecariah
GN,Fria
GN,Gaoual
GN,Gueckedou
GN,Kankan
GN,Kerouane
GN,Kindia
GN,Kissidougou
GN,Koubia
GN,Koundara
GN,Kouroussa
GN,Labe
GN,Lelouma
GN,Lola
GN,Macenta
GN,Mali
GN,Mamou
GN,Mandiana
GN,Nzerekore
GN,Pita
GN,Siguiri
GN,Telimele
GN,Tougue
GN,Yomou
GW,Bafata
GW,Biombo
GW,Bissau
GW,Bolama-Bijagos
GW,Cacheu
GW,Gabu
GW,Oio
GW,Quinara
GW,Tombali
GY,Barima-Waini
GY,Cuyuni-Mazaruni
GY,Demerara-Mahaica
GY,East Berbice-Corentyne
GY,Essequibo Islands-West Demerara
GY,Mahaica-Berbice
GY,Pomeroon-Supenaam
GY,Potaro-Siparuni
GY,Upper Demerara-Berbice
GY,Upper Takutu-Upper Essequibo
HT,Artibonite
HT,Centre
HT,GrandAnse
HT,Nord
HT,Nord-Est
HT,Nord-Ouest
HT,Ouest
HT,Sud
HT,Sud-Est
HM,Heard Island and McDonald Islands
HN,Atlantida
HN,Choluteca
HN,Colon
HN,Comayagua
HN,Copan
HN,Cortes
HN,El Paraiso
HN,Francisco Morazan
HN,Gracias a Dios
HN,Intibuca
HN,Islas de la Bahia
HN,La Paz
HN,Lempira
HN,Ocotepeque
HN,Olancho
HN,Santa Barbara
HN,Valle
HN,Yoro
HK,Hong Kong
HU,Bacs-Kiskun
HU,Baranya
HU,Bekes
HU,Bekescsaba
HU,Borsod-Abauj-Zemplen
HU,Budapest
HU,Csongrad
HU,Debrecen
HU,Dunaujvaros
HU,Eger
HU,Fejer
HU,Gyor
HU,Gyor-Moson-Sopron
HU,Hajdu-Bihar
HU,Heves
HU,Hodmezovasarhely
HU,Jasz-Nagykun-Szolnok
HU,Kaposvar
HU,Kecskemet
HU,Komarom-Esztergom
HU,Miskolc
HU,Nagykanizsa
HU,Nograd
HU,Nyiregyhaza
HU,Pecs
HU,Pest
HU,Somogy
HU,Sopron
HU,Szabolcs-Szatmar-Bereg
HU,Szeged
HU,Szekesfehervar
HU,Szolnok
HU,Szombathely
HU,Tatabanya
HU,Tolna
HU,Vas
HU,Veszprem
HU,Veszprem
HU,Zala
HU,Zalaegerszeg
IS,Akranes
IS,Akureyri
IS,Arnessysla
IS,Austur-Bardhastrandarsysla
IS,Austur-Hunavatnssysla
IS,Austur-Skaftafellssysla
IS,Borgarfjardharsysla
IS,Dalasysla
IS,Eyjafjardharsysla
IS,Gullbringusysla
